Year,Season,Location,Crop_Type,Temperature_C,Rainfall_mm,Humidity_pct,Soil_Type,Soil_Moisture_pct,Irrigation_mm,N_Fertilizer,P_Fertilizer,K_Fertilizer,Yield_kg_per_ha
2013,Kharif,Region_South,Soybean,24.42,848.04,76.56,Loam,23.66,296.79,145.5,31.23,61.34,117.3
2025,Kharif,Region_East,Maize,25.47,572.44,62.91,Loam,33.14,116.91,70.96,15.19,0.0,2585.16
2021,Rabi,Region_West,Rice,13.16,798.11,69.06,Silt,38.28,276.62,94.03,79.55,61.3,1561.91
2011,Zaid,Region_South,Wheat,26.43,389.9,52.47,Silt,0.0,401.06,1.81,42.65,15.99,349.05
2017,Rabi,Region_East,Maize,28.71,1154.98,68.47,Clay,60.75,135.9,133.86,57.41,20.34,1305.16
2012,Kharif,Region_Central,Rice,32.43,648.21,95.19,Clay,38.54,155.56,51.44,60.59,35.8,1062.32
2018,Zaid,Region_Central,Soybean,27.15,664.26,64.0,Sandy,54.46,362.89,101.66,35.52,50.03,80.2
2022,Rabi,Region_Central,Maize,19.56,216.16,36.81,Sandy,42.41,424.01,84.09,23.96,13.72,1600.16
2013,Zaid,Region_North,Maize,38.15,647.99,88.21,Sandy,16.88,602.26,146.92,25.67,28.11,1167.08
2022,Rabi,Region_West,Maize,29.02,1304.7,78.14,Silt,41.19,258.87,135.36,9.06,45.73,561.95
2015,Kharif,Region_East,Rice,30.35,983.46,71.41,Clay,38.2,262.94,90.65,17.62,49.65,2397.97
2019,Rabi,Region_West,Wheat,28.87,1132.7,78.52,Clay,29.71,424.74,126.17,50.7,49.18,440.22
2014,Zaid,Region_North,Wheat,28.17,834.98,71.24,Silt,34.15,385.59,147.02,60.46,58.82,288.46
2019,Zaid,Region_East,Maize,33.14,13.95,94.65,Clay,40.4,261.26,132.15,40.11,62.87,1242.86
2022,Zaid,Region_East,Maize,24.63,820.88,81.28,Loam,3.19,295.75,0.0,58.47,42.15,711.38
2010,Zaid,Region_South,Rice,30.18,860.36,63.15,Clay,45.4,205.76,212.34,58.94,38.63,1715.5
2018,Kharif,Region_West,Soybean,30.14,1068.69,92.38,Clay,49.06,126.59,141.51,33.72,24.13,95.81
2025,Rabi,Region_West,Maize,14.57,788.98,97.3,Loam,47.51,279.73,164.93,61.75,28.43,2685.5
2010,Kharif,Region_South,Maize,32.97,568.46,83.66,Sandy,35.78,528.4,91.1,36.75,12.75,1507.06
2017,Kharif,Region_Central,Soybean,33.8,770.24,76.1,Sandy,69.46,192.21,82.65,31.42,67.78,78.14
2018,Kharif,Region_North,Maize,35.06,697.32,57.19,Sandy,47.66,84.75,98.79,41.72,38.63,2380.39
2018,Zaid,Region_West,Wheat,43.67,957.09,80.28,Silt,33.73,149.44,200.01,11.81,54.88,175.92
2010,Zaid,Region_South,Maize,34.08,770.91,75.82,Loam,21.42,379.74,107.28,39.27,93.54,1573.66
2011,Zaid,Region_East,Wheat,31.68,502.96,69.6,Loam,19.53,364.32,117.45,0.0,84.53,1150.21
2021,Rabi,Region_South,Rice,14.99,970.07,80.49,Silt,46.0,490.61,194.25,53.51,62.18,1798.58
2025,Zaid,Region_Central,Rice,33.96,578.34,71.31,Loam,50.83,459.23,105.56,14.12,32.46,2231.6
2022,Rabi,Region_North,Wheat,25.8,705.2,78.23,Clay,41.86,344.64,120.63,39.87,56.02,947.2
2010,Zaid,Region_Central,Wheat,25.22,660.82,85.54,Sandy,39.15,397.58,66.97,69.69,39.9,335.47
2019,Zaid,Region_East,Soybean,30.8,871.17,50.03,Loam,34.91,187.59,197.8,41.43,21.2,91.02
2011,Kharif,Region_East,Wheat,30.06,388.62,54.63,Loam,47.39,403.39,89.63,2.13,21.76,1372.07
2019,Kharif,Region_East,Wheat,32.65,809.63,56.32,Sandy,28.36,283.68,113.1,42.59,57.04,309.53
2025,Kharif,Region_East,Maize,34.28,1124.13,99.1,Silt,39.71,427.61,0.0,34.89,54.73,291.68
2021,Rabi,Region_South,Soybean,20.32,828.73,79.5,Sandy,41.39,362.8,113.18,58.63,64.41,90.19
2017,Rabi,Region_East,Wheat,24.01,599.77,80.9,Silt,48.65,229.0,116.91,37.74,35.29,1928.78
2014,Zaid,Region_East,Wheat,34.87,690.3,86.94,Silt,27.73,134.94,103.34,62.31,31.17,1199.47
2021,Rabi,Region_South,Wheat,22.09,888.72,54.3,Clay,24.94,224.96,50.45,48.71,18.22,253.12
2020,Zaid,Region_East,Maize,29.89,968.09,39.43,Sandy,40.75,327.7,141.81,57.5,6.85,1279.1
2016,Rabi,Region_Central,Maize,26.56,1251.18,69.06,Loam,43.11,177.59,43.99,38.13,23.05,486.46
2011,Rabi,Region_Central,Maize,22.11,312.28,83.46,Silt,39.92,277.07,53.73,65.67,26.96,915.93
2017,Rabi,Region_West,Rice,17.01,879.03,67.04,Clay,0.0,463.15,109.6,29.77,17.26,912.13
2020,Kharif,Region_Central,Maize,36.87,855.62,49.45,Sandy,44.99,476.24,168.46,3.34,29.74,1593.05
2015,Rabi,Region_North,Wheat,17.57,779.97,56.42,Silt,78.53,371.73,118.08,18.09,77.92,304.08
2017,Kharif,Region_North,Maize,29.53,906.63,52.31,Clay,53.77,504.49,131.92,42.41,26.24,1126.26
2010,Kharif,Region_North,Maize,31.61,731.14,60.81,Loam,10.66,110.19,93.14,45.42,3.02,2255.76
2024,Rabi,Region_South,Soybean,25.28,500.36,52.61,Silt,33.92,494.63,93.06,43.11,43.04,91.55
2010,Zaid,Region_Central,Wheat,32.85,864.06,72.2,Silt,37.07,96.03,155.25,64.37,52.81,831.13
2021,Zaid,Region_North,Maize,17.29,994.78,61.79,Loam,35.19,301.51,169.29,43.78,22.28,2248.11
2016,Zaid,Region_West,Rice,28.49,785.81,79.5,Loam,21.42,178.07,164.43,46.59,55.16,1800.87
2017,Rabi,Region_South,Soybean,24.48,1117.8,55.35,Loam,26.6,410.83,144.66,59.6,76.1,86.0
2022,Zaid,Region_West,Maize,31.45,728.78,73.83,Silt,54.01,65.11,133.11,6.47,35.34,3115.55
2012,Kharif,Region_Central,Soybean,32.56,938.17,69.44,Clay,51.21,35.27,62.6,54.46,54.86,158.95
2014,Zaid,Region_East,Soybean,37.11,325.48,75.94,Clay,38.33,201.83,97.28,66.33,58.49,520.51
2025,Rabi,Region_West,Rice,25.53,1472.73,78.05,Loam,54.22,191.22,91.45,54.35,48.22,1491.97
2021,Zaid,Region_East,Rice,28.35,731.73,79.65,Clay,30.15,214.36,122.86,46.3,58.17,1603.2
2010,Kharif,Region_South,Rice,27.31,653.54,82.46,Loam,34.86,198.76,151.14,56.06,50.65,2389.09
2016,Rabi,Region_West,Wheat,31.16,720.27,78.13,Loam,34.53,403.1,106.51,0.0,21.06,519.71
2014,Zaid,Region_West,Soybean,31.1,515.36,74.47,Sandy,16.73,287.29,20.27,37.41,0.0,320.79
2017,Rabi,Region_South,Maize,22.52,449.45,60.0,Clay,36.16,532.36,170.49,14.03,43.74,2669.92
2022,Rabi,Region_South,Rice,25.55,812.31,82.76,Silt,64.57,334.63,84.1,47.67,35.37,1287.93
2017,Rabi,Region_North,Rice,29.19,834.23,59.55,Sandy,62.93,432.34,86.31,19.92,7.46,1094.39
2018,Zaid,Region_Central,Soybean,27.49,867.16,65.62,Loam,41.76,386.97,145.79,57.0,35.69,140.97
2016,Rabi,Region_West,Soybean,20.52,789.82,57.08,Sandy,36.72,165.26,99.36,31.68,37.31,70.32
2020,Zaid,Region_West,Soybean,23.98,775.07,56.76,Loam,66.53,221.88,120.96,14.26,45.98,94.43
2010,Kharif,Region_South,Maize,28.52,439.08,65.24,Loam,36.3,449.12,133.32,21.11,62.3,3189.33
2022,Zaid,Region_South,Wheat,34.84,653.79,66.5,Loam,32.22,33.58,125.99,13.74,23.85,2195.77
2012,Kharif,Region_Central,Wheat,28.18,848.38,57.8,Clay,54.36,373.0,109.97,39.29,0.0,302.31
2017,Zaid,Region_South,Rice,40.8,638.38,70.33,Loam,14.33,273.26,124.97,52.33,31.96,1931.64
2012,Rabi,Region_East,Wheat,23.58,887.65,72.35,Loam,38.34,188.27,212.99,27.1,56.28,320.14
2017,Zaid,Region_East,Maize,31.49,759.44,61.83,Clay,39.02,260.06,171.82,10.82,66.76,3327.13
2010,Rabi,Region_East,Wheat,21.24,757.12,100.0,Clay,47.73,543.05,158.42,39.72,27.95,360.01
2014,Kharif,Region_East,Maize,23.2,862.18,74.99,Loam,31.12,41.43,139.22,39.29,51.7,3164.22
2013,Zaid,Region_Central,Rice,31.55,945.54,71.77,Clay,37.45,117.2,187.66,30.02,18.0,1832.13
2014,Rabi,Region_West,Soybean,24.79,1012.41,59.86,Silt,41.4,9.3,158.69,24.3,40.14,101.11
2017,Kharif,Region_East,Maize,29.41,1394.91,72.07,Silt,36.18,234.3,175.75,65.59,0.0,786.11
2019,Kharif,Region_South,Soybean,31.16,1059.13,73.61,Loam,37.22,206.31,177.16,28.15,33.45,124.67
2024,Zaid,Region_East,Rice,28.65,355.87,69.95,Sandy,52.49,324.08,150.8,11.18,46.4,1788.92
2023,Kharif,Region_Central,Maize,23.78,474.84,91.28,Clay,48.71,228.08,144.9,38.23,30.82,3107.74
2013,Rabi,Region_South,Maize,22.47,717.61,44.48,Sandy,47.77,367.64,110.67,50.55,11.92,1518.35
2020,Kharif,Region_East,Wheat,31.1,571.12,64.29,Silt,15.35,181.84,201.07,49.22,41.55,495.45
2013,Kharif,Region_West,Maize,29.16,917.15,80.71,Loam,46.45,614.62,121.18,8.01,76.27,676.92
2024,Rabi,Region_South,Rice,24.02,948.98,56.55,Silt,27.39,392.24,78.69,64.36,23.38,1072.3
2012,Kharif,Region_South,Soybean,33.88,654.95,46.8,Clay,69.87,377.35,137.9,44.21,25.71,83.62
2016,Kharif,Region_West,Maize,33.86,1156.9,62.22,Clay,39.86,393.98,115.29,51.42,35.2,667.3
2012,Kharif,Region_South,Rice,34.29,1236.26,85.66,Loam,37.06,143.11,82.44,93.03,73.28,2239.48
2021,Kharif,Region_East,Rice,35.03,256.45,56.91,Clay,62.79,262.99,84.77,55.18,13.34,1066.49
2012,Rabi,Region_South,Maize,25.49,371.34,64.65,Clay,58.13,269.48,124.17,51.44,24.62,2347.37
2020,Kharif,Region_East,Wheat,31.78,1129.17,76.32,Clay,36.44,229.2,126.61,35.48,53.51,303.54
2019,Rabi,Region_West,Maize,32.71,1060.95,61.31,Sandy,22.35,247.93,65.57,39.9,15.29,506.49
2014,Kharif,Region_North,Maize,33.92,950.8,63.4,Loam,13.55,424.39,106.25,15.92,22.85,808.92
2014,Kharif,Region_West,Wheat,25.77,803.28,60.22,Loam,24.29,291.19,160.1,41.69,75.5,326.23
2023,Kharif,Region_East,Rice,20.68,769.06,61.48,Loam,44.82,344.94,17.96,72.52,74.92,1295.08
2015,Kharif,Region_Central,Maize,28.79,960.98,52.56,Clay,37.78,46.67,110.29,48.53,51.81,2358.16
2025,Rabi,Region_West,Wheat,26.12,852.94,66.14,Clay,25.95,37.75,121.26,84.6,46.57,1573.58
2017,Rabi,Region_Central,Soybean,27.79,1192.32,85.96,Clay,34.12,158.41,146.45,50.59,28.25,66.05
2025,Rabi,Region_Central,Soybean,16.75,595.63,93.74,Loam,65.75,545.92,111.65,45.6,40.09,60.48
2019,Zaid,Region_East,Wheat,35.65,805.4,88.75,Sandy,56.79,601.29,104.51,37.24,24.74,251.65
2015,Kharif,Region_East,Rice,35.67,1067.1,72.07,Silt,66.29,447.45,144.44,79.43,70.36,2547.76
2024,Kharif,Region_North,Wheat,33.04,849.33,94.88,Loam,29.65,240.85,117.95,30.71,42.93,398.23
2025,Rabi,Region_South,Rice,25.08,1001.95,100.0,Loam,52.1,363.98,190.71,25.46,36.89,1550.25
2025,Zaid,Region_West,Soybean,31.34,997.59,72.72,Sandy,50.55,489.33,144.87,22.37,41.09,87.21
2021,Kharif,Region_East,Maize,27.7,672.55,55.14,Silt,62.03,578.16,152.57,85.24,27.29,2005.94
2010,Rabi,Region_West,Wheat,26.93,493.8,89.68,Silt,40.17,127.5,123.02,42.95,50.27,2373.21
2024,Kharif,Region_Central,Soybean,32.92,575.67,51.95,Clay,28.26,330.62,195.21,41.68,35.59,143.56
2017,Kharif,Region_South,Maize,28.36,474.87,56.7,Silt,26.47,251.61,97.6,50.41,98.14,2690.14
2025,Rabi,Region_North,Soybean,35.71,243.2,38.76,Clay,39.8,387.91,74.04,34.97,31.26,383.36
2017,Rabi,Region_West,Wheat,15.45,1127.53,80.91,Loam,41.16,307.84,116.25,24.73,56.71,633.73
2018,Kharif,Region_South,Wheat,28.84,234.19,35.27,Sandy,44.09,149.95,109.5,23.76,76.91,994.99
2018,Kharif,Region_North,Maize,26.14,1358.44,84.89,Loam,19.06,359.22,114.47,23.09,0.0,413.55
2011,Rabi,Region_West,Wheat,24.92,641.66,97.14,Silt,59.41,195.52,199.1,0.0,31.4,593.77
2024,Kharif,Region_South,Soybean,20.26,716.49,95.92,Loam,19.71,294.7,88.36,41.18,70.58,95.44
2011,Kharif,Region_East,Maize,36.35,345.53,51.01,Sandy,59.36,301.89,117.55,8.83,0.0,2030.97
2012,Rabi,Region_West,Maize,28.03,915.37,42.04,Sandy,35.16,553.06,54.68,50.99,63.89,266.63
2010,Kharif,Region_South,Soybean,31.34,721.73,60.36,Clay,67.68,348.1,195.72,56.72,46.56,104.66
2013,Kharif,Region_North,Rice,28.45,818.33,83.19,Loam,13.81,286.62,27.05,27.95,70.83,916.83
2023,Zaid,Region_South,Maize,35.58,563.86,88.06,Sandy,57.63,408.64,125.78,46.73,34.02,1929.66
2013,Rabi,Region_East,Rice,24.64,944.24,79.97,Sandy,24.54,167.38,66.35,54.53,45.3,788.69
2023,Zaid,Region_West,Soybean,36.76,552.82,77.92,Sandy,23.46,315.14,64.32,70.09,16.6,208.54
2018,Zaid,Region_West,Soybean,31.39,823.63,100.0,Sandy,64.84,395.16,84.66,32.2,35.44,62.56
2018,Zaid,Region_West,Maize,31.09,938.59,62.83,Silt,51.29,388.32,75.89,11.75,24.45,948.25
2018,Kharif,Region_East,Wheat,35.39,1235.39,58.33,Loam,17.83,220.56,130.77,21.89,28.3,287.61
2019,Kharif,Region_North,Maize,33.17,1041.77,52.16,Loam,43.03,354.59,69.0,6.77,42.97,821.19
2016,Zaid,Region_West,Wheat,31.13,826.96,76.49,Loam,61.07,402.05,161.61,49.53,24.33,339.93
2023,Zaid,Region_North,Rice,33.84,797.61,67.31,Silt,48.38,164.23,173.31,0.0,0.0,2374.78
2024,Zaid,Region_South,Wheat,32.92,894.02,82.37,Silt,40.46,209.38,186.17,19.95,44.89,264.97
2011,Kharif,Region_North,Maize,32.34,1030.01,63.24,Sandy,57.26,251.64,58.79,40.24,44.34,698.97
2019,Zaid,Region_North,Wheat,38.35,576.71,79.43,Silt,45.53,649.43,88.71,18.44,54.86,359.61
2014,Zaid,Region_West,Soybean,30.25,1070.96,64.24,Clay,15.11,187.8,100.74,22.79,39.87,77.32
2013,Rabi,Region_Central,Rice,19.78,518.9,67.56,Silt,41.44,348.77,97.4,56.58,18.34,1633.54
2021,Rabi,Region_Central,Soybean,24.37,936.89,68.98,Sandy,47.26,247.04,152.07,17.6,70.5,87.39
2020,Kharif,Region_East,Soybean,27.32,962.43,44.5,Loam,43.34,159.37,132.72,30.85,33.22,125.85
2017,Rabi,Region_East,Soybean,18.45,598.53,67.9,Silt,33.93,404.69,82.88,58.58,20.6,92.43
2011,Rabi,Region_Central,Soybean,27.97,337.29,78.43,Loam,46.87,88.38,108.71,32.55,69.09,445.5
2015,Rabi,Region_South,Wheat,21.56,720.63,55.18,Loam,42.75,516.53,118.67,88.08,74.04,624.92
2022,Kharif,Region_West,Soybean,20.66,11.04,98.65,Clay,10.12,144.1,113.14,61.91,0.0,158.23
2014,Rabi,Region_West,Wheat,27.24,746.49,70.07,Clay,20.11,200.17,90.55,62.97,21.45,1114.46
2025,Kharif,Region_South,Soybean,27.81,425.53,60.6,Silt,44.65,385.78,75.61,12.24,36.33,340.98
2024,Zaid,Region_South,Maize,34.89,1733.98,60.14,Loam,51.19,412.88,150.06,38.04,45.57,783.91
2025,Rabi,Region_Central,Soybean,28.42,1117.61,90.56,Sandy,28.33,335.0,72.7,34.32,53.08,67.45
2025,Kharif,Region_East,Maize,30.95,821.66,57.63,Loam,51.06,220.08,148.31,31.85,90.36,3698.9
2025,Rabi,Region_South,Wheat,12.82,1199.72,74.47,Loam,47.51,60.98,129.51,29.28,18.09,633.71
2021,Zaid,Region_East,Rice,22.18,1011.51,83.25,Clay,37.16,286.51,85.76,37.31,43.14,1477.01
2011,Kharif,Region_North,Wheat,26.64,450.94,78.31,Clay,46.4,172.49,140.41,0.0,10.5,1379.9
2020,Kharif,Region_West,Rice,29.72,612.37,61.56,Clay,46.07,661.81,91.36,21.46,44.54,2303.62
2019,Kharif,Region_Central,Rice,36.0,1108.84,82.59,Clay,53.15,319.95,142.61,73.66,73.15,2485.73
2024,Zaid,Region_West,Soybean,33.46,511.84,72.34,Silt,53.86,106.62,88.51,29.29,0.0,480.3
2010,Zaid,Region_Central,Rice,45.09,918.6,44.2,Silt,24.37,250.17,124.36,26.92,11.26,1474.52
2017,Zaid,Region_North,Wheat,24.54,1002.43,88.35,Loam,29.01,413.69,118.04,38.7,55.67,362.54
2011,Kharif,Region_West,Soybean,30.61,721.81,60.8,Silt,62.15,474.37,95.25,40.64,56.18,97.72
2016,Zaid,Region_North,Rice,29.77,845.7,67.37,Sandy,53.24,253.6,107.4,0.0,23.41,1673.8
2018,Rabi,Region_Central,Wheat,24.17,1049.54,74.64,Loam,49.58,282.21,94.26,42.82,56.34,541.5
2018,Zaid,Region_South,Rice,40.76,1035.23,62.02,Loam,51.92,384.72,166.83,50.96,66.09,2577.11
2017,Kharif,Region_West,Rice,39.07,934.45,81.35,Sandy,57.07,159.65,91.98,51.76,51.03,1976.8
2020,Rabi,Region_North,Soybean,23.27,796.11,53.44,Loam,42.01,352.09,117.15,21.23,69.21,101.55
2023,Zaid,Region_West,Soybean,36.31,976.21,61.38,Sandy,34.31,342.85,36.37,70.82,46.48,237.88
2021,Rabi,Region_West,Wheat,24.08,193.54,88.39,Clay,48.42,380.04,92.51,68.55,34.76,2095.97
2019,Rabi,Region_West,Soybean,17.62,1242.67,70.38,Clay,39.6,294.17,145.39,66.79,45.7,102.19
2018,Kharif,Region_East,Soybean,30.07,760.23,54.15,Clay,63.24,65.32,139.0,55.76,56.87,233.41
2011,Rabi,Region_North,Maize,20.47,579.51,71.18,Sandy,63.02,334.16,137.46,33.04,7.76,1786.15
2015,Rabi,Region_North,Maize,22.69,979.84,76.02,Silt,53.36,168.6,118.85,40.09,45.4,1691.62
2013,Kharif,Region_West,Wheat,25.74,971.43,46.21,Silt,20.85,558.88,130.07,68.47,37.43,246.66
2023,Kharif,Region_South,Soybean,30.78,507.07,94.81,Loam,23.57,563.17,177.74,0.0,29.38,95.73
2013,Kharif,Region_West,Wheat,31.53,820.26,96.84,Clay,20.27,128.28,83.03,25.38,17.3,456.16
2014,Rabi,Region_East,Maize,26.52,811.2,71.8,Clay,42.8,171.75,169.05,49.18,2.38,2555.56
2021,Rabi,Region_Central,Maize,24.55,791.62,67.0,Loam,53.85,0.0,84.73,35.45,29.66,2468.7
2025,Rabi,Region_East,Maize,31.17,1287.21,70.34,Clay,35.38,410.32,132.11,31.99,28.09,451.39
2012,Kharif,Region_South,Wheat,40.96,793.95,83.4,Clay,30.31,214.04,85.74,72.52,58.84,522.64
2023,Zaid,Region_West,Soybean,29.98,761.03,76.79,Sandy,41.56,340.59,153.91,56.71,62.59,83.75
2010,Rabi,Region_North,Rice,27.85,595.89,73.59,Loam,28.24,219.12,68.47,59.23,22.94,1177.77
2017,Zaid,Region_West,Soybean,42.57,552.55,90.73,Sandy,43.99,59.68,79.81,24.55,22.75,308.01
2014,Kharif,Region_South,Wheat,34.98,917.61,86.96,Clay,36.35,331.59,115.51,28.9,28.76,233.97
2012,Rabi,Region_North,Maize,26.59,659.05,55.6,Clay,30.14,493.32,88.49,48.02,62.38,1206.95
2019,Zaid,Region_East,Rice,22.89,743.62,83.31,Loam,41.73,295.8,91.59,48.66,26.57,2058.19
2025,Rabi,Region_Central,Wheat,20.21,859.45,87.27,Clay,53.31,145.96,115.28,77.0,79.27,1238.88
2023,Rabi,Region_Central,Maize,20.94,819.11,74.17,Silt,17.21,277.77,69.96,47.42,42.51,1141.62
2016,Rabi,Region_West,Wheat,29.94,840.49,78.99,Sandy,42.52,376.99,125.12,73.18,48.85,465.82
2016,Zaid,Region_East,Rice,28.35,839.4,65.39,Sandy,8.52,269.73,134.73,53.01,30.59,1308.81
2010,Kharif,Region_South,Maize,29.57,987.38,51.93,Silt,36.18,135.22,57.02,35.42,72.39,1125.38
2021,Rabi,Region_Central,Soybean,27.2,1592.31,98.31,Loam,50.43,602.97,129.77,24.45,48.69,82.49
2018,Kharif,Region_East,Wheat,26.12,1168.79,49.91,Loam,55.33,73.12,128.13,56.08,30.4,328.88
2024,Kharif,Region_West,Rice,31.4,691.31,95.22,Clay,32.13,641.19,137.47,32.65,13.63,2247.73
2011,Zaid,Region_North,Soybean,32.74,1164.65,69.02,Loam,31.97,286.08,124.63,37.73,53.74,108.37
2014,Zaid,Region_West,Rice,36.39,483.86,88.71,Silt,36.55,434.58,134.07,23.5,27.19,1732.18
2022,Kharif,Region_West,Wheat,33.29,630.12,70.34,Loam,23.46,332.28,133.94,40.08,36.45,854.29
2023,Rabi,Region_East,Rice,26.14,1012.06,84.06,Clay,42.44,168.35,129.82,51.87,21.27,2019.54
2014,Zaid,Region_Central,Maize,33.0,1002.76,76.73,Silt,24.96,499.33,134.9,31.91,21.56,480.41
2023,Rabi,Region_East,Rice,14.62,980.46,59.96,Clay,48.35,392.39,181.65,25.75,27.79,1744.32
2017,Rabi,Region_North,Wheat,23.7,622.91,72.01,Sandy,29.25,285.66,172.39,41.34,38.7,1040.72
2023,Rabi,Region_East,Maize,23.28,624.97,67.86,Sandy,35.21,409.15,115.45,49.35,16.25,1929.22
2017,Kharif,Region_South,Rice,33.83,839.35,79.64,Loam,47.49,279.4,95.04,39.81,34.95,2617.74
2023,Rabi,Region_West,Rice,20.89,724.31,72.12,Silt,49.53,0.0,170.82,77.86,25.6,1466.21
2016,Kharif,Region_Central,Maize,30.21,1066.45,74.29,Silt,48.85,43.4,211.53,42.01,37.57,3053.74
2016,Kharif,Region_North,Soybean,30.37,716.8,54.61,Silt,43.95,296.69,118.87,50.33,58.33,125.2
2021,Rabi,Region_West,Soybean,19.44,707.96,50.83,Clay,23.7,252.35,139.99,57.67,44.19,81.57
2025,Rabi,Region_East,Maize,17.23,312.25,71.06,Silt,39.53,286.57,106.97,47.93,27.83,2316.68
2020,Rabi,Region_South,Rice,24.91,1062.6,72.72,Loam,37.39,248.98,141.24,20.66,39.04,2279.07
2025,Rabi,Region_East,Soybean,28.04,896.71,54.23,Sandy,33.69,131.75,40.71,23.48,51.94,181.93
2015,Kharif,Region_West,Maize,26.88,114.2,78.57,Loam,41.11,92.61,99.02,17.91,54.02,1237.39
2015,Rabi,Region_North,Wheat,21.91,933.51,79.23,Sandy,27.07,173.13,148.94,13.61,44.15,414.64
2020,Rabi,Region_Central,Rice,27.15,679.65,72.34,Sandy,39.48,413.14,85.0,45.46,75.95,1368.01
2018,Kharif,Region_West,Wheat,34.63,1032.78,70.24,Loam,35.5,177.43,142.18,64.81,22.33,371.31
2015,Zaid,Region_North,Rice,33.16,768.47,50.99,Sandy,33.14,456.32,140.8,54.36,50.54,1895.63
2021,Zaid,Region_West,Soybean,34.07,558.69,50.74,Sandy,23.25,144.51,143.17,54.09,38.65,229.32
2022,Kharif,Region_South,Wheat,32.66,1318.71,75.92,Clay,22.86,477.77,99.71,19.49,60.38,273.0
2022,Zaid,Region_East,Wheat,35.56,1271.59,57.58,Loam,60.13,222.66,150.61,49.86,40.2,368.43
2011,Kharif,Region_Central,Maize,24.64,744.3,58.63,Loam,41.72,253.8,193.94,50.59,81.67,3527.42
2011,Rabi,Region_North,Soybean,32.59,911.79,74.18,Loam,67.18,255.09,100.37,73.51,41.78,86.24
2022,Rabi,Region_Central,Soybean,24.37,662.23,100.0,Sandy,67.93,387.32,93.2,46.74,54.66,50.67
2014,Zaid,Region_Central,Rice,35.65,288.05,64.04,Silt,58.44,337.81,113.19,74.77,36.0,1346.3
2024,Rabi,Region_Central,Maize,19.19,1195.31,100.0,Silt,20.77,320.88,131.01,42.49,46.86,389.17
2013,Zaid,Region_North,Maize,31.07,560.68,68.86,Sandy,61.17,287.87,78.79,48.96,27.77,1628.6
2020,Zaid,Region_North,Rice,33.88,1182.06,78.46,Silt,38.1,214.59,101.82,63.3,48.59,1826.97
2011,Rabi,Region_Central,Wheat,13.98,1009.17,84.4,Silt,35.84,464.54,178.23,45.01,0.74,276.47
2024,Rabi,Region_East,Rice,18.49,886.15,85.49,Sandy,33.69,312.89,165.44,9.71,29.24,1622.85
2024,Zaid,Region_West,Rice,28.37,787.73,75.09,Loam,34.74,386.13,80.37,20.14,26.19,2064.95
2012,Rabi,Region_Central,Rice,16.61,1010.43,66.55,Clay,45.99,330.02,194.64,93.29,78.08,1857.21
2016,Kharif,Region_South,Maize,30.53,520.88,82.42,Loam,74.5,236.76,102.8,42.0,25.48,2182.25
2017,Rabi,Region_Central,Rice,22.63,1200.33,76.36,Loam,15.41,659.31,133.42,53.89,30.32,1071.24
2021,Rabi,Region_North,Rice,30.12,842.96,63.46,Loam,69.15,484.52,121.67,18.69,24.76,1876.66
2022,Kharif,Region_West,Rice,24.4,1248.51,91.14,Clay,62.64,218.98,156.75,46.8,48.22,2023.6
2015,Rabi,Region_South,Soybean,24.17,763.31,76.86,Loam,37.33,607.89,74.26,66.6,33.36,104.95
2020,Rabi,Region_West,Wheat,18.6,842.75,58.76,Silt,32.54,439.11,98.92,2.63,30.9,500.38
2014,Zaid,Region_West,Wheat,23.41,879.17,57.01,Clay,19.79,136.05,83.33,44.18,82.77,532.24
2022,Rabi,Region_South,Wheat,25.94,972.8,99.38,Silt,26.38,432.3,77.74,44.02,43.06,311.56
2010,Rabi,Region_Central,Wheat,26.35,1343.26,62.61,Clay,30.89,362.43,90.28,46.47,53.56,419.77
2017,Kharif,Region_Central,Maize,32.76,668.58,81.29,Silt,38.45,324.84,86.56,82.34,48.14,2237.07
2012,Zaid,Region_Central,Maize,25.42,761.63,75.65,Loam,39.56,452.21,145.65,34.75,23.21,2157.69
2024,Zaid,Region_East,Rice,32.42,794.23,80.78,Loam,51.42,351.13,104.5,30.58,28.43,2607.67
2015,Zaid,Region_Central,Maize,34.99,105.37,98.68,Loam,49.77,0.0,109.85,36.51,17.58,481.53
2012,Rabi,Region_South,Wheat,27.76,633.53,84.96,Silt,43.58,96.99,46.59,87.35,15.43,1167.58
2016,Zaid,Region_East,Soybean,35.14,653.05,82.54,Silt,39.35,171.66,159.53,43.17,40.69,252.47
2022,Kharif,Region_Central,Rice,34.83,1591.43,67.05,Sandy,57.15,599.34,51.5,51.57,42.01,317.75
2023,Zaid,Region_East,Rice,37.34,877.54,60.03,Silt,52.59,397.75,123.82,0.0,37.44,2458.65
2016,Kharif,Region_South,Wheat,30.52,948.04,100.0,Clay,46.67,381.17,173.15,42.25,47.52,219.9
2021,Zaid,Region_Central,Wheat,34.49,359.4,69.37,Loam,33.91,316.18,181.49,36.54,36.67,1339.05
2024,Zaid,Region_North,Wheat,37.0,781.18,68.4,Clay,56.58,161.77,64.66,41.85,64.78,751.76
2018,Kharif,Region_South,Maize,31.95,1080.83,74.33,Sandy,52.52,81.96,112.83,33.56,30.0,1733.43
2025,Zaid,Region_West,Rice,37.99,1554.99,72.87,Sandy,36.31,449.37,150.8,14.14,59.61,897.26
